Primitive 0: brush_idx=0, t=[615,200], theta=174.20278199800737, color=[0.09651086,0.13072991,0.14511287]
Primitive 86: brush_idx=0, t=[49,154], theta=132.74809820754274, color=[0.7024946,0.30275047,0.14785254]
Primitive 87: brush_idx=0, t=[185,395], theta=241.1658746322777, color=[0.22404751,0.19921209,0.24563472]
Primitive 88: brush_idx=0, t=[513,88], theta=147.58305808116165, color=[0.5103028,0.82968575,0.9474248]
Primitive 89: brush_idx=0, t=[550,296], theta=131.76618332782314, color=[0.38827005,0.31257498,0.46879303]
Primitive 90: brush_idx=0, t=[625,120], theta=40.32575480072548, color=[0.27265468,0.23231272,0.3571107]
Primitive 91: brush_idx=0, t=[357,150], theta=53.44141494611969, color=[0.42035624,0.25879896,0.2161814]
Primitive 92: brush_idx=0, t=[284,80], theta=160.7680505000525, color=[0.51979107,0.42998874,0.74368405]
Primitive 93: brush_idx=0, t=[530,367], theta=70.10278007672719, color=[0.28945816,0.22597496,0.3311351]
Primitive 94: brush_idx=0, t=[283,383], theta=39.35179489171389, color=[0.2363672,0.23244728,0.28585437]
Primitive 95: brush_idx=0, t=[370,363], theta=106.10935664710865, color=[0.23018952,0.22392432,0.29112005]
Primitive 96: brush_idx=0, t=[100,313], theta=73.3711734091416, color=[0.33746767,0.28997236,0.45400265]
Primitive 97: brush_idx=0, t=[367,354], theta=12.008623315325504, color=[0.24509543,0.22234906,0.29226676]
Primitive 98: brush_idx=0, t=[32,42], theta=190.64921711458885, color=[0.34867045,0.07157819,0.23298615]
Primitive 99: brush_idx=0, t=[625,47], theta=136.95261148711722, color=[0.35082266,0.357216,0.7486394]
Primitive 100: brush_idx=0, t=[338,53], theta=86.2075114668737, color=[0.5348325,0.46469712,0.8294376]
Primitive 101: brush_idx=0, t=[519,393], theta=16.302721436097205, color=[0.23927358,0.2476762,0.30631918]
Primitive 102: brush_idx=0, t=[405,254], theta=203.74000497986313, color=[0.33162424,0.33501673,0.4351441]
Primitive 103: brush_idx=0, t=[625,313], theta=176.67945695563643, color=[0.37516427,0.3209482,0.44259763]
Primitive 104: brush_idx=0, t=[153,19], theta=157.1546427222644, color=[0.3898343,0.17448539,0.47307652]
Primitive 105: brush_idx=0, t=[493,227], theta=141.51532019816585, color=[0.24414909,0.3000935,0.31250378]
Primitive 106: brush_idx=0, t=[540,15], theta=13.264977259076813, color=[0.3520504,0.41080105,0.8954837]
Primitive 107: brush_idx=0, t=[374,166], theta=152.96468477888902, color=[0.37379098,0.292144,0.30523327]
Primitive 108: brush_idx=0, t=[594,386], theta=9.188981545983552, color=[0.30166873,0.21419138,0.37389526]
Primitive 109: brush_idx=0, t=[609,0], theta=50.3679137503206, color=[0.38438645,0.1967615,0.7135753]
Primitive 110: brush_idx=0, t=[557,70], theta=185.74931599561194, color=[0.430362,0.67575485,0.9220533]
Primitive 111: brush_idx=0, t=[368,162], theta=97.08881392713407, color=[0.38356742,0.26731926,0.25704148]
Primitive 112: brush_idx=0, t=[201,15], theta=95.95421399644992, color=[0.44995722,0.21222314,0.542597]
Primitive 113: brush_idx=0, t=[509,182], theta=129.56343672632835, color=[0.26806566,0.31806576,0.34238696]
Primitive 114: brush_idx=0, t=[342,147], theta=119.32997609761499, color=[0.48469335,0.23310451,0.18266091]
Primitive 115: brush_idx=0, t=[354,64], theta=97.03769571813143, color=[0.57004344,0.60987574,0.9465366]
Primitive 116: brush_idx=0, t=[268,94], theta=21.910027063122676, color=[0.52335405,0.37058955,0.671123]
Primitive 117: brush_idx=0, t=[451,62], theta=25.981237203822086, color=[0.58016235,0.80556786,0.9351214]
Primitive 118: brush_idx=0, t=[320,304], theta=141.12644426216065, color=[0.42907515,0.26631865,0.50394344]
Primitive 119: brush_idx=0, t=[351,147], theta=147.49275377180675, color=[0.43154258,0.23297232,0.1839198]
Primitive 120: brush_idx=0, t=[307,60], theta=193.7481122425394, color=[0.57634926,0.47586092,0.7813492]
Primitive 121: brush_idx=0, t=[279,91], theta=172.74046218245155, color=[0.514674,0.4242919,0.7190415]
Primitive 122: brush_idx=0, t=[377,178], theta=111.80924063466709, color=[0.29600304,0.29592273,0.284744]
Primitive 123: brush_idx=0, t=[360,136], theta=78.54674274622684, color=[0.48819557,0.27763242,0.27901518]
Primitive 124: brush_idx=0, t=[372,76], theta=87.85200758028851, color=[0.53828776,0.6953739,0.9562814]
Primitive 125: brush_idx=0, t=[385,149], theta=141.67331152566842, color=[0.43148738,0.28585592,0.28427538]
Primitive 126: brush_idx=0, t=[625,179], theta=221.58764822359933, color=[0.12819178,0.16428165,0.17036]
Primitive 127: brush_idx=0, t=[470,77], theta=125.31960884701255, color=[0.46849537,0.8122289,0.94361705]
Primitive 128: brush_idx=0, t=[210,176], theta=159.54056338979663, color=[0.5609128,0.21788739,0.048107825]
Primitive 129: brush_idx=0, t=[625,44], theta=131.3294218660509, color=[0.33148366,0.38683438,0.91863114]
Primitive 130: brush_idx=0, t=[328,0], theta=49.8508480243375, color=[0.47249955,0.3199928,0.67451835]
Primitive 131: brush_idx=0, t=[625,368], theta=139.48655318288542, color=[0.35738966,0.23654331,0.40608698]
Primitive 132: brush_idx=0, t=[229,262], theta=140.70383196129637, color=[0.25990483,0.31606787,0.3868193]
Primitive 133: brush_idx=0, t=[179,219], theta=147.2530574103422, color=[0.37408823,0.23921901,0.116904534]
Primitive 134: brush_idx=0, t=[91,395], theta=86.63766209520156, color=[0.28113586,0.2371292,0.3834934]
Primitive 135: brush_idx=0, t=[112,181], theta=150.54007347090308, color=[0.61650306,0.29211015,0.071718685]
Primitive 136: brush_idx=0, t=[597,0], theta=116.97996339267075, color=[0.28631583,0.20912728,0.7454077]
Primitive 137: brush_idx=0, t=[64,238], theta=50.12778329822406, color=[0.37724808,0.20583859,0.112651736]
Primitive 138: brush_idx=0, t=[329,68], theta=30.561866175725836, color=[0.58683103,0.500271,0.8000479]
Primitive 139: brush_idx=0, t=[585,224], theta=112.91242596649585, color=[0.13113686,0.2605332,0.24190006]
Primitive 140: brush_idx=0, t=[575,79], theta=68.85982475897345, color=[0.41842788,0.5635661,0.87950313]
Primitive 141: brush_idx=0, t=[170,278], theta=160.02094986390122, color=[0.30781022,0.29499838,0.46808946]
Primitive 142: brush_idx=0, t=[63,219], theta=97.88920032159562, color=[0.521806,0.24184613,0.07980436]
Primitive 143: brush_idx=0, t=[216,31], theta=120.92585372052515, color=[0.4757786,0.23826508,0.57649195]
Primitive 144: brush_idx=0, t=[625,395], theta=162.7570429251898, color=[0.27527106,0.23978704,0.34286106]
Primitive 145: brush_idx=0, t=[594,0], theta=125.75386835359063, color=[0.3914313,0.23191397,0.7138379]
Primitive 146: brush_idx=0, t=[618,51], theta=84.19613716669915, color=[0.33748612,0.44970125,0.89297915]
Primitive 147: brush_idx=0, t=[608,1], theta=173.34529641131815, color=[0.28200427,0.21150397,0.7604088]
Primitive 148: brush_idx=0, t=[49,294], theta=18.68291953699679, color=[0.37557176,0.2583097,0.47044188]
Primitive 149: brush_idx=0, t=[71,241], theta=106.48152959056557, color=[0.40322667,0.2449791,0.1352546]
Primitive 150: brush_idx=0, t=[606,138], theta=46.63100754820764, color=[0.25486758,0.23295864,0.29904902]
Primitive 151: brush_idx=0, t=[582,59], theta=47.718416122550316, color=[0.395731,0.49196348,0.87879246]
Primitive 152: brush_idx=0, t=[25,197], theta=43.65350420950578, color=[0.6530357,0.28892177,0.107236765]
Primitive 153: brush_idx=0, t=[575,77], theta=181.9773512220705, color=[0.40831113,0.5711173,0.89616513]
Primitive 154: brush_idx=0, t=[73,298], theta=191.33023036626764, color=[0.3818109,0.2865977,0.4857263]
Primitive 155: brush_idx=0, t=[625,5], theta=118.65832247967475, color=[0.24507736,0.20495409,0.81258804]
Primitive 156: brush_idx=0, t=[87,219], theta=28.422648323916214, color=[0.5098094,0.20561011,0.04690183]
Primitive 157: brush_idx=0, t=[581,73], theta=159.9867061791681, color=[0.44398642,0.59154266,0.9444753]
Primitive 158: brush_idx=0, t=[487,84], theta=103.54975427132138, color=[0.4897512,0.87238604,0.9534208]
Primitive 159: brush_idx=0, t=[299,392], theta=80.66566753171682, color=[0.18238023,0.20759533,0.24784493]
Primitive 160: brush_idx=0, t=[354,166], theta=5.474584073613114, color=[0.37119755,0.29258266,0.24635921]
Primitive 161: brush_idx=0, t=[341,57], theta=124.79756011869718, color=[0.5684899,0.48583615,0.8509528]
Primitive 162: brush_idx=0, t=[275,0], theta=216.31034450216387, color=[0.5147713,0.25877774,0.5560183]
Primitive 163: brush_idx=0, t=[232,254], theta=175.68157550434302, color=[0.27642506,0.30083662,0.3816885]
Primitive 164: brush_idx=0, t=[174,211], theta=109.42916954819782, color=[0.41653377,0.19620502,0.07677843]
Primitive 165: brush_idx=0, t=[374,149], theta=103.59762210821046, color=[0.40971008,0.28705797,0.2929713]
Primitive 166: brush_idx=0, t=[360,54], theta=112.36210074721953, color=[0.56921744,0.5571962,0.91291666]
Primitive 167: brush_idx=0, t=[481,149], theta=160.07967120182548, color=[0.35889152,0.38881803,0.45752978]
Primitive 168: brush_idx=0, t=[165,115], theta=91.16157098262052, color=[0.6320242,0.27812937,0.30381048]
Primitive 169: brush_idx=0, t=[617,167], theta=174.30577261742778, color=[0.16438502,0.18264443,0.21220075]
Primitive 170: brush_idx=0, t=[131,57], theta=118.26319172216391, color=[0.43158993,0.16671677,0.42607698]
Primitive 171: brush_idx=0, t=[625,177], theta=130.31937738736355, color=[0.15206921,0.1646963,0.19576058]
Primitive 172: brush_idx=0, t=[114,175], theta=85.0068561010715, color=[0.65467095,0.3134257,0.09716926]
Primitive 173: brush_idx=0, t=[614,136], theta=122.27365374366444, color=[0.21894744,0.20826705,0.26282382]
Primitive 174: brush_idx=0, t=[536,88], theta=225.8797350384083, color=[0.4609968,0.68746126,0.91651773]
Primitive 175: brush_idx=0, t=[557,92], theta=144.04787129366764, color=[0.4463104,0.57452214,0.829579]
Primitive 176: brush_idx=0, t=[538,74], theta=138.49101872565416, color=[0.43463993,0.6762236,0.93634546]
Primitive 177: brush_idx=0, t=[609,137], theta=71.98758024174978, color=[0.20884345,0.2076299,0.26592544]
Primitive 178: brush_idx=0, t=[571,70], theta=179.12483951061088, color=[0.4340636,0.61483985,0.9633377]
Primitive 179: brush_idx=0, t=[584,55], theta=129.30944167657861, color=[0.4073847,0.50908643,0.90405655]
Primitive 180: brush_idx=0, t=[474,78], theta=138.29789619459856, color=[0.5651627,0.84645516,0.976649]
Primitive 181: brush_idx=0, t=[524,155], theta=132.24643035086436, color=[0.310246,0.31904,0.39017224]
Primitive 182: brush_idx=0, t=[474,83], theta=148.47230955461302, color=[0.5436385,0.8169197,0.93059117]
Primitive 183: brush_idx=0, t=[364,295], theta=169.99277182784607, color=[0.40567243,0.26493496,0.48758274]
Primitive 184: brush_idx=0, t=[318,0], theta=106.57442657501436, color=[0.55924374,0.28862405,0.592642]
Primitive 185: brush_idx=0, t=[285,164], theta=159.95024050345745, color=[0.47019744,0.17667925,0.06015094]
Primitive 186: brush_idx=0, t=[139,207], theta=99.89312853350948, color=[0.42332453,0.206537,0.06483146]
Primitive 187: brush_idx=0, t=[101,154], theta=148.13011833711735, color=[0.6851555,0.31010905,0.17219807]
Primitive 188: brush_idx=0, t=[612,349], theta=93.98189567618118, color=[0.35306045,0.24466322,0.41439858]
Primitive 189: brush_idx=0, t=[625,183], theta=142.8657287399971, color=[0.15412948,0.16904978,0.18961449]
Primitive 190: brush_idx=0, t=[459,84], theta=81.64711912437966, color=[0.5191495,0.8203827,0.9645674]
Primitive 191: brush_idx=0, t=[575,176], theta=67.0161954210258, color=[0.24873884,0.31004274,0.36605397]
Primitive 192: brush_idx=0, t=[625,170], theta=124.16431435846818, color=[0.15388541,0.17540734,0.20203868]
Primitive 193: brush_idx=0, t=[582,76], theta=9.338285384693041, color=[0.4234602,0.59462947,0.93056995]
Primitive 194: brush_idx=0, t=[441,349], theta=19.155779968476335, color=[0.23588946,0.20317313,0.26112157]
Primitive 195: brush_idx=0, t=[625,0], theta=182.0589235756668, color=[0.33142653,0.20103665,0.72832626]
Primitive 196: brush_idx=0, t=[443,192], theta=103.59364893111946, color=[0.30091596,0.30778518,0.2692012]
Primitive 197: brush_idx=0, t=[624,335], theta=73.72459480463489, color=[0.33168873,0.26042435,0.3971926]
Primitive 198: brush_idx=0, t=[171,38], theta=130.70643307004832, color=[0.44563717,0.21214037,0.5166143]
Primitive 199: brush_idx=0, t=[490,71], theta=173.4008914336507, color=[0.5285995,0.80483043,0.92636186]
Primitive 200: brush_idx=0, t=[342,35], theta=108.95438827144672, color=[0.5415778,0.50644875,0.87100613]
Primitive 201: brush_idx=0, t=[309,0], theta=156.7045638069431, color=[0.5423861,0.27481526,0.6093914]
Primitive 202: brush_idx=0, t=[625,343], theta=192.20611971420857, color=[0.38424587,0.2666589,0.45477858]
Primitive 203: brush_idx=0, t=[435,178], theta=136.13823682271547, color=[0.34572035,0.34557375,0.40362105]
Primitive 204: brush_idx=0, t=[429,188], theta=181.96439144945577, color=[0.30558747,0.28588706,0.26208752]
Primitive 205: brush_idx=0, t=[625,185], theta=193.16378088533222, color=[0.16868295,0.17953089,0.20428205]
Primitive 206: brush_idx=0, t=[455,287], theta=12.72841627818787, color=[0.42033947,0.30414543,0.51972157]
Primitive 207: brush_idx=0, t=[484,395], theta=201.63336981621657, color=[0.19345741,0.21429682,0.25090355]
Primitive 208: brush_idx=0, t=[568,226], theta=184.89125730669554, color=[0.16935553,0.30162326,0.30306724]
Primitive 209: brush_idx=0, t=[582,234], theta=128.50410258552637, color=[0.13572581,0.26605344,0.25659993]
Primitive 210: brush_idx=0, t=[276,283], theta=99.06016478376526, color=[0.36434844,0.28439346,0.443379]
Primitive 211: brush_idx=0, t=[89,0], theta=191.4016868377934, color=[0.34824046,0.11948909,0.25329843]
Primitive 212: brush_idx=0, t=[272,67], theta=50.53025591777833, color=[0.5326024,0.40671805,0.78743595]
Primitive 213: brush_idx=0, t=[612,359], theta=53.272640629373676, color=[0.32075766,0.21767487,0.385431]
Primitive 214: brush_idx=0, t=[600,296], theta=166.39854131459475, color=[0.37833238,0.30346894,0.461609]
Primitive 215: brush_idx=0, t=[297,163], theta=115.85407003478045, color=[0.4730491,0.20190734,0.08893786]
Primitive 216: brush_idx=0, t=[222,105], theta=81.40144295910117, color=[0.60505515,0.3848933,0.54624206]
Primitive 217: brush_idx=0, t=[214,163], theta=138.40665022512164, color=[0.5788011,0.27939683,0.06688863]
Primitive 218: brush_idx=0, t=[290,77], theta=143.86274271028645, color=[0.58155304,0.49640965,0.809469]
Primitive 219: brush_idx=0, t=[207,99], theta=119.45492738717053, color=[0.57502824,0.30580923,0.4941322]
Primitive 220: brush_idx=0, t=[248,57], theta=45.71268382340625, color=[0.5173462,0.30406192,0.6145342]
Primitive 221: brush_idx=0, t=[245,65], theta=158.58792704123414, color=[0.5223745,0.3093174,0.5945926]
Primitive 222: brush_idx=0, t=[621,169], theta=23.77257230409207, color=[0.1722293,0.20121218,0.23147398]
Primitive 223: brush_idx=0, t=[224,110], theta=154.08522018364008, color=[0.5695682,0.3095605,0.41248918]
Primitive 224: brush_idx=0, t=[485,78], theta=229.3410801152009, color=[0.5077917,0.87644136,0.9713743]
Primitive 225: brush_idx=0, t=[453,186], theta=139.73295981736692, color=[0.3040719,0.31302276,0.37050426]
Primitive 226: brush_idx=0, t=[454,156], theta=132.4812374720389, color=[0.4167595,0.32782197,0.392438]
Primitive 227: brush_idx=0, t=[443,74], theta=30.374145829869356, color=[0.47713602,0.755806,0.9463637]
Primitive 228: brush_idx=0, t=[595,236], theta=144.39427017879635, color=[0.14772949,0.251615,0.22930989]
Primitive 229: brush_idx=0, t=[251,158], theta=116.06743868974075, color=[0.5415285,0.21986361,0.08338241]
Primitive 230: brush_idx=0, t=[237,81], theta=175.1718835119581, color=[0.57437015,0.38601893,0.70666707]
Primitive 231: brush_idx=0, t=[183,90], theta=201.11725748539462, color=[0.5216417,0.2624063,0.48124963]
Primitive 232: brush_idx=0, t=[327,194], theta=131.47051851214823, color=[0.301971,0.27389675,0.1910312]
Primitive 233: brush_idx=0, t=[494,87], theta=154.3294726094289, color=[0.5182405,0.8268503,0.9267286]
Primitive 234: brush_idx=0, t=[322,153], theta=266.5642288406377, color=[0.46134406,0.18236177,0.12146439]
Primitive 235: brush_idx=0, t=[265,100], theta=62.58287862739125, color=[0.5735001,0.4440338,0.6593278]
Primitive 236: brush_idx=0, t=[231,155], theta=78.53156802454701, color=[0.57056546,0.26090518,0.09349737]
Primitive 237: brush_idx=0, t=[224,107], theta=50.18011112826502, color=[0.59641784,0.3388509,0.4872686]
Primitive 238: brush_idx=0, t=[297,85], theta=31.074863057298806, color=[0.57705784,0.51526195,0.8511814]
Primitive 239: brush_idx=0, t=[217,171], theta=140.64050173755692, color=[0.5392072,0.19147894,0.044947207]
Primitive 240: brush_idx=0, t=[222,62], theta=97.37218934626884, color=[0.4451424,0.23414734,0.6869644]
Primitive 241: brush_idx=0, t=[163,124], theta=122.98600044817873, color=[0.5718311,0.28449836,0.25110134]
Primitive 242: brush_idx=0, t=[124,67], theta=56.44606743737172, color=[0.41767022,0.14272305,0.46407723]
Primitive 243: brush_idx=0, t=[280,155], theta=119.54859046871697, color=[0.48416165,0.23613872,0.094781026]
Primitive 244: brush_idx=0, t=[227,93], theta=91.47072311832461, color=[0.5547676,0.3280555,0.5610712]
Primitive 245: brush_idx=0, t=[258,54], theta=133.55802774572538, color=[0.5303276,0.34380236,0.6775141]
Primitive 246: brush_idx=0, t=[190,0], theta=128.80656204675526, color=[0.45950523,0.18002108,0.38672307]
Primitive 247: brush_idx=0, t=[327,213], theta=175.63237845114367, color=[0.23787995,0.30338997,0.26676828]
Primitive 248: brush_idx=0, t=[297,166], theta=21.46181195485004, color=[0.47124192,0.19486666,0.093382865]
Primitive 249: brush_idx=0, t=[256,61], theta=151.99642943638523, color=[0.5427596,0.35299626,0.6887492]
Primitive 250: brush_idx=0, t=[318,80], theta=59.28664516038996, color=[0.55342495,0.50192565,0.8449425]
Primitive 251: brush_idx=0, t=[340,157], theta=59.890200087035936, color=[0.4180745,0.21738715,0.14103761]
Primitive 252: brush_idx=0, t=[350,58], theta=105.35471144439094, color=[0.52336216,0.47878477,0.8157582]
Primitive 253: brush_idx=0, t=[255,173], theta=90.33526706074466, color=[0.5223447,0.22789072,0.06433597]
